"","pid","yearbuilt"
"19526","27272","1951"
"19527","27273","1954"
"19528","27274","1951"
"19529","27275","1942"
"19530","27276","1954"
"19531","27277","1950"
"19532","27278","1950"
"19533","27279","1950"
"19534","2728","1900"
"19535","27280","1955"
"19536","27281","1955"
"19537","27282","1956"
"19538","27283","1957"
"19539","27284","1954"
"19540","27285","1959"
"19541","27286","1962"
"19542","27287","1952"
"19543","27288","1955"
"19544","27289","1950"
"19545","2729",""
"19546","27290","1958"
"19547","27291","1957"
"19548","27292","1952"
"19549","27293","1954"
"19550","27294","1954"
"19551","27295","1961"
"19552","27296","1952"
"19553","27297","1957"
"19554","27298","1950"
"19555","27299","1955"
"19556","273","1966"
"19557","2730","1900"
"19558","27300","1955"
"19559","27301","1954"
"19560","27302",""
"19561","27303",""
"19562","27304",""
"19563","27305","1984"
"19564","27306",""
"19565","27307",""
"19566","2731","1900"
"19567","2732",""
"19568","2733",""
"19569","2734",""
"19570","2735","1923"
"19571","2736","1920"
"19572","2738","1964"
"19573","2739","1900"
"19574","274","1965"
"19575","2740","1900"
"19576","2741","1920"
"19577","2742","1920"
"19578","2743","1920"
"19579","2744",""
"19580","2745","1920"
"19581","2746","1920"
"19582","2747","1900"
"19583","2748","1957"
"19584","2749","1957"
"19585","275","1966"
"19586","2750","1959"
"19587","2751","1957"
"19588","2752","1959"
"19589","2753","1956"
"19590","2754","1957"
"19591","2755","1957"
"19592","2756","1956"
"19593","2757","1957"
"19594","2758","1955"
"19595","2759","1955"
"19596","276","1965"
"19597","2760","1955"
"19598","2761","1955"
"19599","2762","1955"
"19600","2763","1955"
"19601","2764","1955"
"19602","2765","1955"
"19603","2766","1954"
"19604","2767","1956"
"19605","2768","1955"
"19606","2769","1955"
"19607","277","1963"
"19608","2770","1957"
"19609","2771","1957"
"19610","2772","1957"
"19611","2773","1960"
"19612","2774","1955"
"19613","2775","1955"
"19614","2776","1955"
"19615","2777","1955"
"19616","2778","1955"
"19617","2779","1955"
"19618","278","1967"
"19619","2780","1955"
"19620","2781","1955"
"19621","2782","1955"
"19622","2783","1900"
"19623","2784","1900"
"19624","2785","1900"
"19625","2786","1910"
"19626","2787","1900"
"19627","2788","1900"
"19628","2789","1900"
"19629","279","1964"
"19630","2790","1900"
"19631","2791","1925"
"19632","2792","1900"
"19633","2793","1900"
"19634","2794","1900"
"19635","2795","1900"
"19636","2796","1965"
"19637","2797","1943"
"19638","2798","1925"
"19639","2799","1957"
"19640","28",""
"19641","280","1966"
"19642","2800","1957"
"19643","2801",""
"19644","2802","1927"
"19645","2803","1920"
"19646","2804","1890"
"19647","2805","1989"
"19648","2806","1989"
"19649","2807","1989"
"19650","2808","1989"
"19651","2809","1989"
"19652","281","1965"
"19653","2810","1989"
"19654","2811","1989"
"19655","2812","1989"
"19656","2813","1989"
"19657","2814","1989"
"19658","2815","1989"
"19659","2816","1989"
"19660","2817","2006"
"19661","2818","1900"
"19662","2819","1960"
"19663","282",""
"19664","2820","1957"
"19665","2821","1948"
"19666","2822","1900"
"19667","2823","1900"
"19668","2824","1900"
"19669","2825","1900"
"19670","2826","1900"
"19671","2827","1900"
"19672","2828","1900"
"19673","2829","1987"
"19674","283",""
"19675","2830","1987"
"19676","2831","1905"
"19677","2832","1900"
"19678","2833","1900"
"19679","2834","1900"
"19680","2835",""
"19681","2836","1960"
"19682","2837","1878"
"19683","2838","1940"
"19684","284",""
"19685","2840","1900"
"19686","2841","1900"
"19687","2842","1955"
"19688","2843",""
"19689","2844","1945"
"19690","2845","1912"
"19691","2846","1921"
"19692","2847","1917"
"19693","2848","1929"
"19694","2849","1955"
"19695","285",""
"19696","2850","1950"
"19697","2851","1967"
"19698","2852","1900"
"19699","2853","1920"
"19700","2854","1989"
"19701","2855","1989"
"19702","2856","1989"
"19703","2857","1989"
"19704","2858","1989"
"19705","2859","1989"
"19706","286",""
"19707","2860","1989"
"19708","2861","1900"
"19709","2862","1900"
"19710","2863","1900"
"19711","2864",""
"19712","2865","1920"
"19713","2866","1920"
"19714","2867",""
"19715","2868","1900"
"19716","2869","1900"
"19717","287",""
"19718","2870","1920"
"19719","2871","1920"
"19720","2872",""
"19721","2873","1950"
"19722","2874","1965"
"19723","2875",""
"19724","2876","1927"
"19725","2877","1920"
"19726","2878","1920"
"19727","2879","1920"
"19728","288",""
"19729","2880","1915"
"19730","2881","1920"
"19731","2882","1910"
"19732","2883","1900"
"19733","2884",""
"19734","2885",""
"19735","2886",""
"19736","2887",""
"19737","2889","1953"
"19738","289",""
"19739","2890",""
"19740","2891",""
"19741","2892","1920"
"19742","2894","2002"
"19743","2896",""
"19744","2897",""
"19745","2898",""
"19746","2899",""
"19747","29","1975"
"19748","290",""
"19749","2900","1954"
"19750","2901",""
"19751","2902",""
"19752","2903",""
"19753","2904",""
"19754","2905",""
"19755","2906",""
"19756","2907",""
"19757","2908",""
"19758","2909",""
"19759","291","1972"
"19760","2910",""
"19761","2911",""
"19762","2912",""
"19763","2913",""
"19764","2914",""
"19765","2915",""
"19766","2916",""
"19767","2917",""
"19768","2918",""
"19769","2919",""
"19770","292","1972"
"19771","2920",""
"19772","2921",""
"19773","2922","1960"
"19774","2923","1952"
"19775","2924",""
"19776","2925",""
"19777","2926",""
"19778","2927",""
"19779","2928","1900"
"19780","2929",""
"19781","293","1964"
"19782","2930","2004"
"19783","2931",""
"19784","2932",""
"19785","2933",""
"19786","2934",""
"19787","2935",""
"19788","2936","1920"
"19789","2937","1959"
"19790","2938",""
"19791","2939",""
"19792","294","1965"
"19793","2940",""
"19794","2941",""
"19795","2942",""
"19796","2943",""
"19797","2944",""
"19798","2945",""
"19799","2946","1989"
"19800","2947",""
"19801","2948","1963"
"19802","2949",""
"19803","295","1964"
"19804","2950","1955"
"19805","2951","1960"
"19806","2952",""
"19807","2953",""
"19808","2954",""
"19809","2955",""
"19810","2956","1960"
"19811","2958",""
"19812","2959","1960"
"19813","296","1964"
"19814","2960",""
"19815","2961",""
"19816","2962",""
"19817","2964","2008"
"19818","2966","2014"
"19819","2967","1966"
"19820","2968",""
"19821","2969",""
"19822","297","1965"
"19823","2970",""
"19824","2971","1910"
"19825","2972","1900"
"19826","2973","1923"
"19827","2974","1973"
"19828","2975","1910"
"19829","2976","1910"
"19830","2977","1952"
"19831","2978","1960"
"19832","2979","1955"
"19833","298","1964"
"19834","2980",""
"19835","2981","1965"
"19836","2982",""
"19837","2983",""
"19838","2984","1910"
"19839","2985",""
"19840","2986",""
"19841","2987","1950"
"19842","2988",""
"19843","299","1964"
"19844","2990","1910"
"19845","2991","1910"
"19846","2992","1910"
"19847","2993","1930"
"19848","2994","1910"
"19849","2995","1955"
"19850","2996","1982"
"19851","2997","1930"
"19852","2998","1940"
"19853","2999","1974"
"19854","3","1950"
"19855","30","1969"
"19856","300","1965"
"19857","3000",""
"19858","3001","1956"
"19859","3002",""
"19860","3003",""
"19861","3004",""
"19862","3005","1986"
"19863","3006","1910"
"19864","3007","1988"
"19865","3008","1988"
"19866","3009","1988"
"19867","301","1965"
"19868","3010","1988"
"19869","3011","1925"
"19870","3012","1910"
"19871","3013",""
"19872","3014","1910"
"19873","3015",""
"19874","3016","1987"
"19875","3017","1987"
"19876","3018","1987"
"19877","3019","1987"
"19878","302","1965"
"19879","3020","1987"
"19880","3021","1987"
"19881","3022","1987"
"19882","3023","1987"
"19883","3024","1987"
"19884","3025","1987"
"19885","3026","1987"
"19886","3027","1987"
"19887","3028","1987"
"19888","3029","1987"
"19889","303","1966"
"19890","3030","1987"
"19891","3031","1987"
"19892","3032","1987"
"19893","3033","1987"
"19894","3034","1987"
"19895","3035","1987"
"19896","3036","1987"
"19897","3037","1987"
"19898","3038","1987"
"19899","3039","1989"
"19900","304","1965"
"19901","3040","1989"
"19902","3041","1989"
"19903","3042","1987"
"19904","3043","1987"
"19905","3044","1987"
"19906","3045","1987"
"19907","3046","1987"
"19908","3047","1987"
"19909","3048","1987"
"19910","3049","1949"
"19911","305","1965"
"19912","3050","1994"
"19913","3051","1915"
"19914","3052","1920"
"19915","3053","1940"
"19916","3054","1900"
"19917","3055","1960"
"19918","3056","1920"
"19919","3057","1900"
"19920","3058","1880"
"19921","3059","1850"
"19922","306","1910"
"19923","3060","1880"
"19924","3061","1900"
"19925","3062","1976"
"19926","3063","1910"
"19927","3064","1961"
"19928","3065","1925"
"19929","3066",""
"19930","3067","1935"
"19931","3068","1968"
"19932","3069",""
"19933","307","1986"
"19934","3070",""
"19935","3071","1920"
"19936","3072","1900"
"19937","3073","1900"
"19938","3074",""
"19939","3075","1890"
"19940","3076",""
"19941","3077",""
"19942","3078",""
"19943","3079","1905"
"19944","308",""
"19945","3080","1910"
"19946","3081","1900"
"19947","3082","1900"
"19948","3083","1910"
"19949","3084","1968"
"19950","3085","1910"
"19951","3086","1900"
"19952","3087","1920"
"19953","3088","1910"
"19954","3089","1930"
"19955","309","1970"
"19956","3090","1900"
"19957","3091","1870"
"19958","3092","1890"
"19959","3093",""
"19960","3094",""
"19961","3095","1892"
"19962","3096","1900"
"19963","3097","1900"
"19964","3098","1900"
"19965","3099","1940"
"19966","31","1930"
"19967","310","1962"
"19968","3100","1920"
"19969","3101","1982"
"19970","3102",""
"19971","3103","1900"
"19972","3104","1930"
"19973","3105","1910"
"19974","3106","1947"
"19975","3107","1945"
"19976","3108","1930"
"19977","311","1962"
"19978","3110","1910"
"19979","3111","1915"
"19980","3112","1910"
"19981","3113","1925"
"19982","3114","1930"
"19983","3115","1900"
"19984","3116","1927"
"19985","3117",""
"19986","3118","1954"
"19987","3119","1900"
"19988","312","1964"
"19989","3120","1965"
"19990","3121","1925"
"19991","3122","1925"
"19992","3123","1925"
"19993","3124","1952"
"19994","3125","1955"
"19995","3126","1920"
"19996","3127","1900"
"19997","3128","1900"
"19998","3129","1920"
"19999","313","1965"
"20000","3130","1939"
"20001","3131","1983"
"20002","3132","1960"
"20003","3133","1920"
"20004","3134","1969"
"20005","3135","1989"
"20006","3136","1925"
"20007","3137","1967"
"20008","3138","1925"
"20009","3139","1920"
"20010","314","1963"
"20011","3140","1920"
"20012","3141","1920"
"20013","3142","1925"
"20014","3143","1930"
"20015","3144","1925"
"20016","3145","1960"
"20017","3146","1930"
"20018","3147","1916"
"20019","3148","1916"
"20020","3149","1915"
"20021","315","1963"
"20022","3150","1920"
"20023","3151","1920"
"20024","3152","1905"
"20025","3153","1915"
"20026","3154","1905"
"20027","3155","1920"
"20028","3156","1957"
"20029","3157","1925"
"20030","3158","1930"
"20031","3159","1927"
"20032","316","1965"
"20033","3160","1915"
"20034","3161",""
"20035","3162","1900"
"20036","3163",""
"20037","3164","1900"
"20038","3165","1925"
"20039","3166","1930"
"20040","3167","1930"
"20041","3168","1925"
"20042","3169","1966"
"20043","317","1965"
"20044","3170","1925"
"20045","3171","1940"
"20046","3172","1925"
"20047","3173","1920"
"20048","3174","1951"
"20049","3175","1920"
"20050","3176",""
"20051","3177","1930"
"20052","3178","1926"
"20053","3179","1930"
"20054","318",""
"20055","3180","1925"
"20056","3181","1930"
"20057","3182","1925"
"20058","3183","1920"
"20059","3184","1916"
"20060","3185","1916"
"20061","3186","1910"
"20062","3187","1925"
"20063","3188","1912"
"20064","3189",""
"20065","319","1963"
"20066","3190",""
"20067","3191","1925"
"20068","3192","1963"
"20069","3193","1900"
"20070","3194","2011"
"20071","3195","1966"
"20072","3196","1900"
"20073","3197","1927"
"20074","3198","1920"
"20075","3199","1900"
"20076","32","1938"
"20077","320","1965"
"20078","3200","1925"
"20079","3201","1900"
"20080","3202","1870"
"20081","3203","1900"
"20082","3204","1900"
"20083","3205","1984"
"20084","3206","1984"
"20085","3207",""
"20086","3208","1953"
"20087","3209","1972"
"20088","321","1968"
"20089","3210","1987"
"20090","3211","1900"
"20091","3212","1960"
"20092","3213","1935"
"20093","3214","1925"
"20094","3215","1966"
"20095","3216","1930"
"20096","3217","1956"
"20097","3218","1910"
"20098","3219","1925"
"20099","322","1965"
"20100","3220","1935"
"20101","3221","1925"
"20102","3222","1960"
"20103","3223","1955"
"20104","3224","1956"
"20105","3225","1956"
"20106","3226","1953"
"20107","3227","1962"
"20108","3228","1925"
"20109","3229","1925"
"20110","323","1965"
"20111","3230","1950"
"20112","3231","1910"
"20113","3232","1987"
"20114","3233","1987"
"20115","3234","1987"
"20116","3235","1938"
"20117","3236","1914"
"20118","3237","1930"
"20119","3238","1910"
"20120","3239","1960"
"20121","324","1964"
"20122","3240",""
"20123","3241",""
"20124","3242","1991"
"20125","3243",""
"20126","3244",""
"20127","3245",""
"20128","3246",""
"20129","3247",""
"20130","3248",""
"20131","3249",""
"20132","325","1964"
"20133","3250",""
"20134","3251",""
"20135","3252",""
"20136","3253",""
"20137","3254","1928"
"20138","3255","1967"
"20139","3256","1940"
"20140","3257","1910"
"20141","3258","1915"
"20142","3259","1960"
"20143","326","1964"
"20144","3260","1900"
"20145","3261","1956"
"20146","3262","1957"
"20147","3263","1951"
"20148","3264","1956"
"20149","3265",""
"20150","3266",""
"20151","3267",""
"20152","3268","1933"
"20153","3269",""
"20154","327","1967"
"20155","3270",""
"20156","3271","1988"
"20157","3272","1983"
"20158","3273","1983"
"20159","3274","1983"
"20160","3275","1983"
"20161","3276","1912"
"20162","3277","1930"
"20163","3278","1962"
"20164","3279","2007"
"20165","328","1966"
"20166","3280","1963"
"20167","3281",""
"20168","3282",""
"20169","3283",""
"20170","3284",""
"20171","3285",""
"20172","3286","1959"
"20173","3287",""
"20174","3288",""
"20175","3289",""
"20176","329","1900"
"20177","3290",""
"20178","3291",""
"20179","3292",""
"20180","3293",""
"20181","3294","1958"
"20182","3295","1956"
"20183","3296","1962"
"20184","3297","1956"
"20185","3298","2008"
"20186","3299","1960"
"20187","33","1952"
"20188","330","1925"
"20189","3300",""
"20190","3301",""
"20191","3302","1956"
"20192","3303","1956"
"20193","3304","2005"
"20194","3305","1968"
"20195","3306","1958"
"20196","3307","1962"
"20197","3308","1950"
"20198","3309","1970"
"20199","331","1964"
"20200","3310","1957"
"20201","3311","1992"
"20202","3312","1930"
"20203","3313","1900"
"20204","3314",""
"20205","3315",""
"20206","3316",""
"20207","3317",""
"20208","3318",""
"20209","3319",""
"20210","3320",""
"20211","3321",""
"20212","3322",""
"20213","3323",""
"20214","3324",""
"20215","3325",""
"20216","3326",""
"20217","3327",""
"20218","3328",""
"20219","3329",""
"20220","333","1952"
"20221","3330",""
"20222","3331","1870"
"20223","3332",""
"20224","3333","1962"
"20225","3334","1964"
"20226","3335","1962"
"20227","3336","1961"
"20228","3337","1920"
"20229","3338","1966"
"20230","3339",""
"20231","334","1958"
"20232","3340","1989"
"20233","3341","1989"
"20234","3342","1989"
"20235","3343","1989"
"20236","3344","1989"
"20237","3345","1989"
"20238","3346","1989"
"20239","3347","1989"
"20240","3348","1989"
"20241","3349","1989"
"20242","335","1951"
"20243","3350","1989"
"20244","3351","1989"
"20245","3352","1989"
"20246","3353","1989"
"20247","3354","1989"
"20248","3355","1989"
"20249","3356",""
"20250","3357","1900"
"20251","3358","1900"
"20252","3359","1900"
"20253","336","1963"
"20254","3361","1940"
"20255","3362","1963"
"20256","3363","1963"
"20257","3364","1963"
"20258","3365","1963"
"20259","3366","1963"
"20260","3367","1963"
"20261","3368","1963"
"20262","3369","1963"
"20263","337","1964"
"20264","3370","1963"
"20265","3371","1963"
"20266","3372","1963"
"20267","3373","1963"
"20268","3374","1963"
"20269","3375","1963"
"20270","3376","1963"
"20271","3377","1963"
"20272","3378","1963"
"20273","3379","1963"
"20274","338","1964"
"20275","3380","1963"
"20276","3381","1963"
"20277","3382","1963"
"20278","3383","1963"
"20279","3384","1963"
"20280","3385","1963"
"20281","3386","1900"
"20282","3387","1900"
"20283","3388","1900"
"20284","3389","1950"
"20285","339","1965"
"20286","3390","1890"
"20287","3391","1960"
"20288","3392",""
"20289","3393","1900"
"20290","3394","1966"
"20291","3395","1900"
"20292","3396","1900"
"20293","3397",""
"20294","3398","1900"
"20295","3399","1940"
"20296","34","1927"
"20297","340","1957"
"20298","3400","1940"
"20299","3401","1959"
"20300","3402","1987"
"20301","3403","1920"
"20302","3404","1920"
"20303","3405","1925"
"20304","3406","1900"
"20305","3407","1900"
"20306","3408","1900"
"20307","3409","1930"
"20308","341","1920"
"20309","3410","1900"
"20310","3411","1900"
"20311","3412","1900"
"20312","3413","1920"
"20313","3414","1920"
"20314","3415","1920"
"20315","3416","1920"
"20316","3417","1900"
"20317","3418","1989"
"20318","3419",""
"20319","342","1925"
"20320","3420","1900"
"20321","3421","1900"
"20322","3422","1900"
"20323","3423","1900"
"20324","3424","1900"
"20325","3425","1961"
"20326","3426","1900"
"20327","3427","1900"
"20328","3428","1900"
"20329","3429","1900"
"20330","343","1927"
"20331","3430","1900"
"20332","3431","1900"
"20333","3432","1890"
"20334","3433","1900"
"20335","3434","1900"
"20336","3435",""
"20337","3436","1900"
"20338","3437","1962"
"20339","3438","1900"
"20340","3439","1900"
"20341","344","1934"
"20342","3440","1900"
"20343","3441",""
"20344","3442","1900"
"20345","3443","1900"
"20346","3444","1900"
"20347","3445","1900"
"20348","3446","1915"
"20349","3447","2007"
"20350","3449","1800"
"20351","345","1930"
"20352","3450","1962"
"20353","3451","1961"
"20354","3452","1964"
"20355","3453","1949"
"20356","3454","1961"
"20357","3455","1890"
"20358","3456","1920"
"20359","3457",""
"20360","3458",""
"20361","3459","1920"
"20362","346","1935"
"20363","3460",""
"20364","3461","1952"
"20365","3462","1975"
"20366","3463","1952"
"20367","3464","1917"
"20368","3466",""
"20369","3467",""
"20370","3468",""
"20371","3469","1940"
"20372","347","1934"
"20373","3470","1962"
"20374","3471","1956"
"20375","3472","1967"
"20376","3473",""
"20377","3474","1930"
"20378","3475","1930"
"20379","3476","1924"
"20380","3477","1962"
"20381","3478","1966"
"20382","3479","1923"
"20383","348","1937"
"20384","3480",""
"20385","3481","1923"
"20386","3482","1923"
"20387","3483","1900"
"20388","3484","1966"
"20389","3485","1900"
"20390","3486","1979"
"20391","3487","1925"
"20392","3488","1980"
"20393","3489","1920"
"20394","349","1935"
"20395","3490",""
"20396","3491","1901"
"20397","3492","1987"
"20398","3493","1930"
"20399","3494","1923"
"20400","3495","1920"
"20401","3496","1966"
"20402","3497","1900"
"20403","3498","1940"
"20404","3499","1989"
"20405","35","1935"
"20406","350","1935"
"20407","3500","1989"
"20408","3501","1989"
"20409","3502","1989"
"20410","3503","1989"
"20411","3504","1989"
"20412","3505","1989"
"20413","3506","1989"
"20414","3507","1989"
"20415","3508","1989"
"20416","3509","1989"
"20417","351","1935"
"20418","3510","1989"
"20419","3511","1989"
"20420","3512","1989"
"20421","3513","1989"
"20422","3514","1989"
"20423","3515","1989"
"20424","3516","1989"
"20425","3517","1989"
"20426","3518","1989"
"20427","3519","1989"
"20428","352","1930"
"20429","3520","1989"
"20430","3521","1989"
"20431","3522","1989"
"20432","3523","1989"
"20433","3524","1989"
"20434","3525","1989"
"20435","3526","1989"
"20436","3527","1989"
"20437","3528","1989"
"20438","3529","1989"
"20439","353","1956"
"20440","3530","1989"
"20441","3531","1989"
"20442","3532","1989"
"20443","3533","1989"
"20444","3534","1989"
"20445","3535","1989"
"20446","3536","1989"
"20447","3537","1989"
"20448","3538","1989"
"20449","3539","1989"
"20450","354","1955"
"20451","3540","1989"
"20452","3541","1989"
"20453","3542","1989"
"20454","3543","1920"
"20455","3544","1940"
"20456","3545","1950"
"20457","3546","1938"
"20458","3547","1941"
"20459","3548",""
"20460","3549","1933"
"20461","355",""
"20462","3550","1900"
"20463","3551",""
"20464","3552","1935"
"20465","3553",""
"20466","3554","1981"
"20467","3555",""
"20468","3556","1958"
"20469","3557","1900"
"20470","3558",""
"20471","3559","1985"
"20472","356",""
"20473","3560","1989"
"20474","3561","1920"
"20475","3562","2008"
"20476","3563",""
"20477","3564",""
"20478","3565","1919"
"20479","3566",""
"20480","3567","1975"
"20481","3568",""
"20482","3569",""
"20483","357","1965"
"20484","3570","1900"
"20485","3571","1966"
"20486","3572","1900"
"20487","3573",""
"20488","3574","1900"
"20489","3575","1930"
"20490","3576","1862"
"20491","3577","1900"
"20492","3578","1900"
"20493","3579","1900"
"20494","358","1963"
"20495","3580","1900"
"20496","3581","1900"
"20497","3582","1900"
"20498","3583","1920"
"20499","3584","2006"
"20500","3585","1990"
"20501","3586","1920"
"20502","3587",""
"20503","3588","1900"
"20504","3589","1955"
"20505","359","1965"
"20506","3590","1950"
"20507","3591","2015"
"20508","3592","1999"
"20509","3593",""
"20510","3594",""
"20511","3595","1994"
"20512","3596",""
"20513","3597",""
"20514","3598","1990"
"20515","3599","1920"
"20516","36","1920"
"20517","360","1960"
"20518","3600","1920"
"20519","3601","1920"
"20520","3602","1920"
"20521","3603","1900"
"20522","3604","1910"
"20523","3605","1935"
"20524","3606","1920"
"20525","3607","1900"
"20526","3608","1917"
"20527","3609","1920"
"20528","361","1961"
"20529","3610","1908"
"20530","3611","1908"
"20531","3612",""
"20532","3613","1850"
"20533","3614","1927"
"20534","3615","1926"
"20535","3616",""
"20536","3617","1920"
"20537","3618","1925"
"20538","3619","1900"
"20539","362","1963"
"20540","3620","1930"
"20541","3621","1900"
"20542","3622","1900"
"20543","3623","1920"
"20544","3624","1900"
"20545","3625","1925"
"20546","3626",""
"20547","3627","1920"
"20548","3628","1920"
"20549","3629","1910"
"20550","363","1963"
"20551","3630","1900"
"20552","3631","1920"
"20553","3632","1900"
"20554","3633","1963"
"20555","3634","1925"
"20556","3636","1920"
"20557","3637","1920"
"20558","3638","1920"
"20559","3639","1930"
"20560","364","1963"
"20561","3640","1915"
"20562","3641","1900"
"20563","3642","1920"
"20564","3643","1965"
"20565","3644","1930"
"20566","3645","1967"
"20567","3646","1961"
"20568","3647","1900"
"20569","3648","1946"
"20570","3649","1925"
"20571","365","1961"
"20572","3650","1953"
"20573","3651","1920"
"20574","3652",""
"20575","3653","1910"
"20576","3654","1930"
"20577","3655","1960"
"20578","3656","1910"
"20579","3657","1910"
"20580","3658","1989"
"20581","3659","1920"
"20582","366","1960"
"20583","3660","1920"
"20584","3661","1920"
"20585","3662","1910"
"20586","3663","1920"
"20587","3664","1900"
"20588","3665","1987"
"20589","3666","1920"
"20590","3667","1890"
"20591","3668","1915"
"20592","3669","1900"
"20593","367","1950"
"20594","3670","1910"
"20595","3671","1915"
"20596","3672","1915"
"20597","3673","1900"
"20598","3674","1900"
"20599","3675","1910"
"20600","3676","1900"
"20601","3677","1920"
"20602","3678","1920"
"20603","3679","1910"
"20604","368","1949"
"20605","3680","1910"
"20606","3681","1988"
"20607","3682","1910"
"20608","3683","1910"
"20609","3684","1915"
"20610","3685","1910"
"20611","3686","1910"
"20612","3687","1915"
"20613","3688","1915"
"20614","3689","1910"
"20615","369","1956"
"20616","3690","1910"
"20617","3692","1900"
"20618","3693","1900"
"20619","3694","2002"
"20620","3696","2002"
"20621","3697","2003"
"20622","3698","1915"
"20623","3699",""
"20624","37","1930"
"20625","370",""
"20626","3700",""
"20627","3701","1910"
"20628","3702","1915"
"20629","3703",""
"20630","3704","1915"
"20631","3705",""
"20632","3706","1910"
"20633","3707","1910"
"20634","3708","1901"
"20635","3709","1900"
"20636","371","1900"
"20637","3710","1900"
"20638","3711","1900"
"20639","3712","2002"
"20640","3713","1910"
"20641","3714","1900"
"20642","3715","1900"
"20643","3716",""
"20644","3717","1918"
"20645","3718","1900"
"20646","3719","2002"
"20647","372","1940"
"20648","3720","1968"
"20649","3721","1968"
"20650","3722","1968"
"20651","3723","1968"
"20652","3724","1968"
"20653","3725","1968"
"20654","3726","1968"
"20655","3727","1968"
"20656","3728","1968"
"20657","3729","1968"
"20658","373","1950"
"20659","3730","1968"
"20660","3731","1968"
"20661","3732","1968"
"20662","3733","1968"
"20663","3734","1968"
"20664","3735","1968"
"20665","3736","1968"
"20666","3737","1968"
"20667","3738","1968"
"20668","3739","1968"
"20669","374","1950"
"20670","3740","1968"
"20671","3741","1968"
"20672","3742","1968"
"20673","3743","1968"
"20674","3744","1968"
"20675","3745","1968"
"20676","3746","1968"
"20677","3747","1968"
"20678","3748","1968"
"20679","3749","1968"
"20680","375","1977"
"20681","3750","1968"
"20682","3751","1968"
"20683","3752","1968"
"20684","3753","1968"
"20685","3754","1968"
"20686","3755","1968"
"20687","3756","1968"
"20688","3757","1968"
"20689","3758","1968"
"20690","3759","1968"
"20691","376","1960"
"20692","3760","1968"
"20693","3761","1968"
"20694","3762",""
"20695","3763","1900"
"20696","3764","1915"
"20697","3765","1860"
"20698","3766","1900"
"20699","3767","1915"
"20700","3768","1915"
"20701","3769","1900"
"20702","377","1959"
"20703","3770","1905"
"20704","3771","1910"
"20705","3772","1910"
"20706","3773","1930"
"20707","3774","1962"
"20708","3775","1956"
"20709","3776","1958"
"20710","3777","1961"
"20711","3778","1961"
"20712","3779","1965"
"20713","378","1966"
"20714","3780","1965"
"20715","3781","1966"
"20716","3782","1966"
"20717","3783","1965"
"20718","3784","1966"
"20719","3785","1967"
"20720","3786",""
"20721","3787",""
"20722","3788","1989"
"20723","3789","1989"
"20724","379","1960"
"20725","3790","1989"
"20726","3791","1989"
"20727","3792","1989"
"20728","3793","1989"
"20729","3794","1989"
"20730","3795","1989"
"20731","3796","1989"
"20732","3797","1989"
"20733","3798","1989"
"20734","3799","1989"
"20735","38","1930"
"20736","380","1988"
"20737","3800","1989"
"20738","3801","1989"
"20739","3802","1989"
"20740","3803","1989"
"20741","3804","1989"
"20742","3805","1989"
"20743","3806","1989"
"20744","3807","1989"
"20745","3808","1962"
"20746","3809","1962"
"20747","381",""
"20748","3810","1962"
"20749","3811","1962"
"20750","3812","1962"
"20751","3813","1962"
"20752","3814","1960"
"20753","3815",""
"20754","3816","1935"
"20755","3817","1962"
"20756","3818","1900"
"20757","3819","1962"
"20758","382","1957"
"20759","3820","1961"
"20760","3821","1962"
"20761","3822","1900"
"20762","3823","1928"
"20763","3824","1966"
"20764","3825","1895"
"20765","3826","1930"
"20766","3827","1930"
"20767","3828","1935"
"20768","3829","1909"
"20769","383","1957"
"20770","3830","2005"
"20771","3831","1913"
"20772","3833","1927"
"20773","3834","1970"
"20774","3835","1935"
"20775","3836","1920"
"20776","3837","2006"
"20777","3838",""
"20778","3839",""
"20779","384","1949"
"20780","3840",""
"20781","3841",""
"20782","3842","1981"
"20783","3843","1964"
"20784","3844",""
"20785","3845","1967"
"20786","3846","1973"
"20787","3847","1965"
"20788","3848","1958"
"20789","3849",""
"20790","385","1940"
"20791","3850","1958"
"20792","3851","1956"
"20793","3852","1957"
"20794","386","1930"
"20795","3862","1965"
"20796","3863","1966"
"20797","3864","1968"
"20798","3865","1966"
"20799","3866","1966"
"20800","3867","1965"
"20801","3868","1965"
"20802","3869","1965"
"20803","387","1950"
"20804","3870","1965"
"20805","3871","1963"
"20806","3872",""
"20807","3873",""
"20808","3874","1900"
"20809","3875",""
"20810","3876",""
"20811","3877","2000"
"20812","3878","1958"
"20813","3879","1953"
"20814","388","1946"
"20815","3880","1960"
"20816","3881","1968"
"20817","3882",""
"20818","3883",""
"20819","3884","2007"
"20820","3885","1987"
"20821","3886","1967"
"20822","3887","1988"
"20823","3888","1921"
"20824","3889","1988"
"20825","389","1950"
"20826","3890",""
"20827","3891",""
"20828","3892","1962"
"20829","3893","1971"
"20830","3894","1970"
"20831","3895","1973"
"20832","3896","1969"
"20833","3897","1970"
"20834","3898","1973"
"20835","3899","1900"
"20836","39","1935"
"20837","390","1957"
"20838","3900","1900"
"20839","3901","1900"
"20840","3902",""
"20841","3903","1951"
"20842","3904",""
"20843","3905",""
"20844","3906",""
"20845","3907","1967"
"20846","3908","1967"
"20847","3909","1970"
"20848","391","1963"
"20849","3910","1900"
"20850","3911",""
"20851","3912",""
"20852","3913",""
