"pid","location","ggmap","census"
24331,"84 MARVEL RD","bkk6","xw222"
24332,"76 MARVEL RD","bkk6","xw222"
24333,"70 MARVEL RD","bkk6","xw222"
24334,"64 MARVEL RD","bkk6","xw222"
24335,"60 MARVEL RD","bkk6","xw222"
24336,"50 MARVEL RD","bkk6","xw222"
24337,"44 MARVEL RD","bkk6","xw222"
24338,"40 MARVEL RD","bkk6","xw222"
24339,"32 MARVEL RD","bkk6","xw222"
24340,"26 MARVEL RD","bkk6","xw222"
24341,"20 MARVEL RD","bkk6","xw222"
24342,"845 EDGEWOOD AV","bkk6","xw222"
24343,"851 EDGEWOOD AV","bkk6","xw222"
24344,"859 EDGEWOOD AV","bkk6","xw222"
24345,"201 ALSTON AV","bkk6","xw222"
24346,"219 ALSTON AV","bkk6","xw222"
24347,"225 ALSTON AV","bkk6","xw222"
24348,"235 ALSTON AV","bkk6","xw222"
24349,"245 ALSTON AV","bkk6","xw222"
24350,"212 WEST ELM ST","bkk6","xw222"
24351,"244 MCKINLEY AV","bkk6","xw222"
24352,"240 MCKINLEY AV","bkk6","xw222"
24354,"226 MCKINLEY AV","bkk6","xw222"
24355,"220 MCKINLEY AV","bkk6","xw222"
24356,"208 MCKINLEY AV","bkk6","xw222"
24357,"198 MCKINLEY AV","bkk6","xw222"
24358,"190 MCKINLEY AV","bkk6","xw222"
24359,"191 MCKINLEY AV","bkk6","xw222"
24360,"197 MCKINLEY AV","bkk6","xw222"
24361,"203 MCKINLEY AV","bkk6","xw222"
24362,"227 MCKINLEY AV","bkk6","xw222"
24363,"233 MCKINLEY AV","bkk6","xw222"
24364,"239 MCKINLEY AV","bkk6","xw222"
24365,"245 MCKINLEY AV","bkk6","xw222"
24366,"242 ALDEN AV","bkk6","xw222"
24367,"238 ALDEN AV","bkk6","xw222"
24368,"234 ALDEN AV","bkk6","xw222"
24369,"228 ALDEN AV","bkk6","xw222"
24370,"222 ALDEN AV","bkk6","xw222"
24371,"218 ALDEN AV","bkk6","xw222"
24372,"212 ALDEN AV","bkk6","xw222"
24373,"206 ALDEN AV","bkk6","xw222"
24374,"200 ALDEN AV","bkk6","xw222"
24375,"198 ALDEN AV","bkk6","xw222"
24376,"192 ALDEN AV","bkk6","xw222"
24377,"190 ALDEN AV","bkk6","xw222"
24378,"5 WOODBRIDGE AV","bkk6","xw222"
24379,"11 WOODBRIDGE AV","bkk6","xw222"
24380,"255 MCKINLEY AV","bkk6","xw222"
24381,"267 MCKINLEY AV","bkk6","xw222"
24382,"277 MCKINLEY AV","bkk6","xw222"
24383,"289 MCKINLEY AV","bkk6","xw222"
24384,"293 MCKINLEY AV","bkk6","xw222"
24385,"299 MCKINLEY AV","bkk6","xw222"
24386,"309 MCKINLEY AV","bkk6","xw222"
24387,"308 ALDEN AV","bkk6","xw222"
24388,"302 ALDEN AV","bkk6","xw222"
24389,"296 ALDEN AV","bkk6","xw222"
24390,"292 ALDEN AV","bkk6","xw222"
24391,"284 ALDEN AV","bkk6","xw222"
24392,"280 ALDEN AV","bkk6","xw222"
24393,"276 ALDEN AV","bkk6","xw222"
24394,"270 ALDEN AV","bkk6","xw222"
24395,"266 ALDEN AV","bkk6","xw222"
24396,"258 ALDEN AV","bkk6","xw222"
24397,"252 ALDEN AV","bkk6","xw222"
24398,"243 ALDEN AV","bkk6","xw222"
24399,"259 ALDEN AV","bkk6","xw222"
24400,"265 ALDEN AV","bkk6","xw222"
24401,"273 ALDEN AV","bkk6","xw222"
24402,"50 BURTON ST","bkk6","xw222"
24403,"44 BURTON ST","bkk6","xw222"
24404,"40 BURTON ST","bkk6","xw222"
24405,"34 BURTON ST","bkk6","xw222"
24406,"30 BURTON ST","bkk6","xw222"
24407,"14 BURTON ST","bkk6","xw222"
24408,"10 BURTON ST","bkk6","xw222"
24409,"500 CENTRAL AV","bkk6","xw222"
24410,"494 CENTRAL AV","bkk6","xw222"
24411,"486 CENTRAL AV","bkk6","xw222"
24412,"482 CENTRAL AV","bkk6","xw222"
24413,"87 WEST ELM ST","bkk6","xw222"
24414,"101 WEST ELM ST","bkk6","xw222"
24415,"105 WEST ELM ST","bkk6","xw222"
24416,"107 WEST ELM ST","bkk6","xw222"
24417,"115 WEST ELM ST","bkk6","xw222"
24418,"119 WEST ELM ST","bkk6","xw222"
24419,"123 WEST ELM ST","bkk6","xw222"
24420,"131 WEST ELM ST","bkk6","xw222"
24421,"135 WEST ELM ST","bkk6","xw222"
24422,"325 MCKINLEY AV","bkk6","xw222"
24423,"337 MCKINLEY AV","bkk6","xw222"
24424,"345 MCKINLEY AV","bkk6","xw222"
24425,"112 FOUNTAIN ST","bkk6","xw222"
24426,"346 ALDEN AV","bkk6","xw222"
24427,"338 ALDEN AV","bkk6","xw222"
24428,"330 ALDEN AV","bkk6","xw222"
24429,"324 ALDEN AV","bkk6","xw222"
24430,"320 ALDEN AV","bkk6","xw222"
24431,"315 ALDEN AV","bkk6","xw222"
24432,"ALDEN AV","bkk6","xw222"
24433,"321 ALDEN AV","bkk6","xw222"
24434,"329 ALDEN AV","bkk6","xw222"
24435,"343 ALDEN AV #1","bkk6","xw222"
24436,"343 ALDEN AV #2","bkk6","xw222"
24437,"341 ALDEN AV #3","bkk6","xw222"
24438,"341 ALDEN AV #4","bkk6","xw222"
24439,"339 ALDEN AV #5","bkk6","xw222"
24440,"339 ALDEN AV #6","bkk6","xw222"
24441,"337 ALDEN AV #7","bkk6","xw222"
24442,"337 ALDEN AV #8","bkk6","xw222"
24443,"343 ALDEN AV #9","bkk6","xw222"
24444,"343 ALDEN AV #10","bkk6","xw222"
24445,"341 ALDEN AV #11","bkk6","xw222"
24446,"341 ALDEN AV #12","bkk6","xw222"
24447,"339 ALDEN AV #13","bkk6","xw222"
24448,"339 ALDEN AV #14","bkk6","xw222"
24449,"337 ALDEN AV #15","bkk6","xw222"
24450,"337 ALDEN AV #16","bkk6","xw222"
24451,"347 ALDEN AV","bkk6","xw222"
24452,"355 ALDEN AV","bkk6","xw222"
24453,"361 ALDEN AV","bkk6","xw222"
24454,"92 FOUNTAIN ST","bkk6","xw222"
24455,"84 FOUNTAIN ST","bkk6","xw222"
24456,"78 FOUNTAIN ST","bkk6","xw222"
24457,"70 FOUNTAIN ST UNIT A-1","bkk6","xw222"
24458,"64 FOUNTAIN ST #1","bkk6","xw222"
24459,"64 FOUNTAIN ST #2","bkk6","xw222"
24460,"64 FOUNTAIN ST #3","bkk6","xw222"
24461,"64 FOUNTAIN ST #4","bkk6","xw222"
24462,"64 FOUNTAIN ST #5","bkk6","xw222"
24463,"64 FOUNTAIN ST #6","bkk6","xw222"
24464,"64 FOUNTAIN ST #7","bkk6","xw222"
24465,"64 FOUNTAIN ST #8","bkk6","xw222"
24466,"64 FOUNTAIN ST #9","bkk6","xw222"
24467,"64 FOUNTAIN ST #10","bkk6","xw222"
24468,"64 FOUNTAIN ST #11","bkk6","xw222"
24469,"64 FOUNTAIN ST #12","bkk6","xw222"
24470,"64 FOUNTAIN ST #13","bkk6","xw222"
24471,"58 FOUNTAIN ST","bkk6","xw222"
24472,"46 FOUNTAIN ST","bkk6","xw222"
24473,"36 FOUNTAIN ST","bkk6","xw222"
24474,"614 CENTRAL AV","bkk6","xw222"
24475,"608 CENTRAL AV","bkk6","xw222"
24476,"602 CENTRAL AV","bkk6","xw222"
24477,"596 CENTRAL AV","bkk6","xw222"
24478,"594 CENTRAL AV","bkk6","xw222"
24479,"592 CENTRAL AV","bkk6","xw222"
24480,"582 CENTRAL AV","bkk6","xw222"
24481,"578 CENTRAL AV","bkk6","xw222"
24482,"562 CENTRAL AV","bkk6","xw222"
24483,"558 CENTRAL AV","bkk6","xw222"
24484,"552 CENTRAL AV","bkk6","xw222"
24485,"548 CENTRAL AV","bkk6","xw222"
24486,"15 WILLARD ST","bkk6","xw222"
24487,"17 WILLARD ST","bkk6","xw222"
24488,"21 WILLARD ST","bkk6","xw222"
24489,"27 WILLARD ST","bkk6","xw222"
24490,"31 WILLARD ST","bkk6","xw222"
24491,"37 WILLARD ST","bkk6","xw222"
24492,"41 WILLARD ST","bkk6","xw222"
24493,"47 WILLARD ST","bkk6","xw222"
24494,"285 ALDEN AV","bkk6","xw222"
24495,"301 ALDEN AV","bkk6","xw222"
24496,"307 ALDEN AV","bkk6","xw222"
24497,"48 WILLARD ST","bkk6","xw222"
24498,"42 WILLARD ST","bkk6","xw222"
24499,"34 WILLARD ST","bkk6","xw222"
24500,"30 WILLARD ST","bkk6","xw222"
24501,"22 WILLARD ST","bkk6","xw222"
24502,"16 WILLARD ST","bkk6","xw222"
24503,"538 CENTRAL AV","bkk6","xw222"
24504,"532 CENTRAL AV","bkk6","xw222"
24505,"522 CENTRAL AV","bkk6","xw222"
24506,"516 CENTRAL AV","bkk6","xw222"
24507,"508 CENTRAL AV","bkk6","xw222"
24508,"9 BURTON ST","bkk6","xw222"
24509,"17 BURTON ST","bkk6","xw222"
24510,"19 BURTON ST","bkk6","xw222"
24511,"21 BURTON ST","bkk6","xw222"
24512,"37 BURTON ST","bkk6","xw222"
24513,"471 CENTRAL AV","bkk6","xw222"
24514,"479 CENTRAL AV","bkk6","xw222"
24515,"483 CENTRAL AV","bkk6","xw222"
24516,"489 CENTRAL AV","bkk6","xw222"
24517,"493 CENTRAL AV","bkk6","xw222"
24518,"497 CENTRAL AV","bkk6","xw222"
24519,"501 CENTRAL AV","bkk6","xw222"
24520,"505 CENTRAL AV","bkk6","xw222"
24521,"511 CENTRAL AV","bkk6","xw222"
24522,"515 CENTRAL AV","bkk6","xw222"
24523,"521 CENTRAL AV","bkk6","xw222"
24524,"534 YALE AV","bkk6","xw222"
24525,"530 YALE AV","bkk6","xw222"
24526,"516 YALE AV","bkk6","xw222"
24527,"512 YALE AV","bkk6","xw222"
24528,"508 YALE AV","bkk6","xw222"
24529,"286 WEST ROCK AV","bkk6","xw222"
24530,"282 WEST ROCK AV","bkk6","xw222"
24531,"280 WEST ROCK AV","bkk6","xw222"
24532,"272 WEST ROCK AV","bkk6","xw222"
24533,"266 WEST ROCK AV","bkk6","xw222"
24534,"262 WEST ROCK AV","bkk6","xw222"
24535,"256 WEST ROCK AV","bkk6","xw222"
24536,"250 WEST ROCK AV","bkk6","xw222"
24537,"246 WEST ROCK AV","bkk6","xw222"
24538,"240 WEST ROCK AV","bkk6","xw222"
24539,"236 WEST ROCK AV","bkk6","xw222"
24540,"233 WEST ROCK AV","bkk6","xw222"
24541,"239 WEST ROCK AV","bkk6","xw222"
24542,"245 WEST ROCK AV","bkk6","xw222"
24543,"247 WEST ROCK AV","bkk6","xw222"
24544,"253 WEST ROCK AV","bkk6","xw222"
24545,"257 WEST ROCK AV","bkk6","xw222"
24546,"263 WEST ROCK AV","bkk6","xw222"
24547,"269 WEST ROCK AV","bkk6","xw222"
24548,"275 WEST ROCK AV","bkk6","xw222"
24549,"281 WEST ROCK AV","bkk6","xw222"
24550,"287 WEST ROCK AV","bkk6","xw222"
24551,"295 WEST ROCK AV","bkk6","xw222"
24552,"484 YALE AV","bkk6","xw222"
24553,"476 YALE AV","bkk6","xw222"
24554,"470 YALE AV","bkk6","xw222"
24555,"460 YALE AV","bkk6","xw222"
24556,"450 YALE AV","bkk6","xw222"
24557,"444 YALE AV","bkk6","xw222"
24558,"440 YALE AV","bkk6","xw222"
24559,"YALE AV","bkk6","xw222"
24560,"YALE AV","bkk6","xw222"
24561,"428 YALE AV","bkk6","xw222"
24562,"420 YALE AV","bkk6","xw222"
24563,"416 YALE AV","bkk6","xw222"
24564,"410 YALE AV","bkk6","xw222"
24565,"404 YALE AV","bkk6","xw222"
24566,"19 WEST ELM ST","bkk6","xw222"
24567,"25 WEST ELM ST","bkk6","xw222"
24568,"529 YALE AV","bkk6","xw222"
24569,"561 CENTRAL AV","bkk6","xw222"
24570,"565 CENTRAL AV","bkk6","xw222"
24571,"571 CENTRAL AV","bkk6","xw222"
24572,"575 CENTRAL AV","bkk6","xw222"
24573,"581 CENTRAL AV","bkk6","xw222"
24574,"587 CENTRAL AV","bkk6","xw222"
24575,"591 CENTRAL AV","bkk6","xw222"
24576,"595 CENTRAL AV","bkk6","xw222"
24577,"601 CENTRAL AV","bkk6","xw222"
24578,"607 CENTRAL AV","bkk6","xw222"
24579,"615 CENTRAL AV","bkk6","xw222"
24580,"22 FOUNTAIN ST","bkk6","xw222"
24581,"12 FOUNTAIN ST","bkk6","xw222"
24582,"6 FOUNTAIN ST","bkk6","xw222"
24583,"838 WHALLEY AV","bkk6","xw222"
24584,"368 WEST ROCK AV","bkk6","xw222"
24585,"364 WEST ROCK AV","bkk6","xw222"
24586,"360 WEST ROCK AV","bkk6","xw222"
24587,"356 WEST ROCK AV","bkk6","xw222"
24588,"352 WEST ROCK AV","bkk6","xw222"
24589,"346 WEST ROCK AV","bkk6","xw222"
24590,"340 WEST ROCK AV","bkk6","xw222"
24591,"336 WEST ROCK AV","bkk6","xw222"
24592,"332 WEST ROCK AV","bkk6","xw222"
24593,"326 WEST ROCK AV","bkk6","xw222"
24594,"509 YALE AV","bkk6","xw222"
24595,"515 YALE AV","bkk6","xw222"
24596,"519 YALE AV","bkk6","xw222"
24597,"523 YALE AV","bkk6","xw222"
24598,"37 HARRISON ST","bkk6","xw222"
24599,"32 PHILIP ST","bkk6","xw222"
24600,"28 PHILIP ST","bkk6","xw222"
24601,"22 PHILIP ST","bkk6","xw222"
24602,"18 PHILIP ST","bkk6","xw222"
24603,"16 PHILIP ST","bkk6","xw222"
24604,"95 FOUNTAIN ST","bkk6","xw222"
24605,"15 HARRISON ST","bkk6","xw222"
24606,"23 HARRISON ST","bkk6","xw222"
24607,"27 HARRISON ST","bkk6","xw222"
24608,"HARRISON ST","bkk6","xw222"
24609,"920 WHALLEY AV","bkk6","xw222"
24610,"914 WHALLEY AV","bkk6","xw222"
24611,"904 WHALLEY AV","bkk6","xw222"
24612,"908 WHALLEY AV","bkk6","xw222"
24613,"900 WHALLEY AV","bkk6","xw222"
24614,"898 WHALLEY AV","bkk6","xw222"
24615,"894 WHALLEY AV","bkk6","xw222"
24616,"882 WHALLEY AV","bkk6","xw222"
24617,"33 FOUNTAIN ST","bkk6","xw222"
24618,"45 FOUNTAIN ST","bkk6","xw222"
24619,"49 FOUNTAIN ST","bkk6","xw222"
24620,"55 FOUNTAIN ST","bkk6","xw222"
24621,"63 FOUNTAIN ST #A","bkk6","xw222"
24622,"63 FOUNTAIN ST #B","bkk6","xw222"
24623,"63 FOUNTAIN ST #C","bkk6","xw222"
24624,"63 FOUNTAIN ST #D","bkk6","xw222"
24625,"69 FOUNTAIN ST","bkk6","xw222"
24626,"77 FOUNTAIN ST","bkk6","xw222"
24627,"83 FOUNTAIN ST","bkk6","xw222"
24628,"17 PHILIP ST","bkk6","xw222"
24629,"21 PHILIP ST","bkk6","xw222"
24630,"29 PHILIP ST","bkk6","xw222"
24631,"33 PHILIP ST","bkk6","xw222"
24632,"41 PHILIP ST","bkk6","xw222"
24633,"864 WHALLEY AV","bkk6","xw222"
24634,"476 BLAKE ST","bkk6","xw222"
24635,"TOUR AV","bkk6","xw222"
24636,"24 TOUR AV","bkk6","xw222"
24637,"20 TOUR AV","bkk6","xw222"
24638,"16 TOUR AV","bkk6","xw222"
24639,"12 TOUR AV","bkk6","xw222"
24640,"865 WHALLEY AV","bkk6","xw222"
24641,"867 WHALLEY AV","bkk6","xw222"
24642,"873 WHALLEY AV","bkk6","xw222"
24643,"879 WHALLEY AV","bkk6","xw222"
24644,"881 WHALLEY AV","bkk6","xw222"
24645,"883 WHALLEY AV","bkk6","xw222"
24646,"893 WHALLEY AV","bkk6","xw222"
24647,"903 WHALLEY AV","bkk6","xw222"
24648,"512 BLAKE ST","bkk6","xw222"
24649,"506 BLAKE ST","bkk6","xw222"
24650,"500 BLAKE ST","bkk6","xw222"
24651,"TOUR AV","bkk6","xw222"
24652,"426 WEST ROCK AV","bkk6","xw222"
24653,"420 WEST ROCK AV","bkk6","xw222"
24654,"416 WEST ROCK AV","bkk6","xw222"
24655,"414 WEST ROCK AV","bkk6","xw222"
24656,"837 WHALLEY AV","bkk6","xw222"
24657,"843 WHALLEY AV","bkk6","xw222"
24658,"845 WHALLEY AV","bkk6","xw222"
24659,"859 WHALLEY AV","bkk6","xw222"
24660,"3 TOUR AV","bkk6","xw222"
24661,"11 TOUR AV","bkk6","xw222"
24662,"15 TOUR AV","bkk6","xw222"
24664,"23 TOUR AV","bkk6","xw222"
24665,"109 HARRISON ST","bkk6","xw222"
24666,"105 HARRISON ST","bkk6","xw222"
24667,"101 HARRISON ST","bkk6","xw222"
24668,"97 HARRISON ST","bkk6","xw222"
24669,"85 HARRISON ST","bkk6","xw222"
24670,"967 WHALLEY AV","bkk6","xw222"
24671,"957 WHALLEY AV","bkk6","xw222"
24672,"949 WHALLEY AV","bkk6","xw222"
24674,"927 WHALLEY AV","bkk6","xw222"
24675,"1 VALLEY ST","bkk6","xw222"
24676,"165 FOUNTAIN ST #A-1","bkk6","xw222"
24677,"165 FOUNTAIN ST #A-2","bkk6","xw222"
24678,"167 FOUNTAIN ST #B-1","bkk6","xw222"
24679,"167 FOUNTAIN ST #B-2","bkk6","xw222"
24680,"169 FOUNTAIN ST #C-1","bkk6","xw222"
24681,"169 FOUNTAIN ST #C-2","bkk6","xw222"
24682,"165 FOUNTAIN ST #A-3","bkk6","xw222"
24683,"165 FOUNTAIN ST #A-4","bkk6","xw222"
24684,"167 FOUNTAIN ST #B-3","bkk6","xw222"
24685,"167 FOUNTAIN ST #B-4","bkk6","xw222"
24686,"169 FOUNTAIN ST #C-3","bkk6","xw222"
24687,"169 FOUNTAIN ST #C-4","bkk6","xw222"
24699,"1040 WHALLEY AV","bkk6","xw222"
24702,"1020 WHALLEY AV #A","bkk6","xw222"
24703,"1020 WHALLEY AV #B","bkk6","xw222"
24704,"1020 WHALLEY AV #C","bkk6","xw222"
24705,"1022 WHALLEY AV #A","bkk6","xw222"
24706,"1022 WHALLEY AV #B","bkk6","xw222"
24707,"1024 WHALLEY AV #A","bkk6","xw222"
24708,"1024 WHALLEY AV #B","bkk6","xw222"
24709,"1024 WHALLEY AV #C","bkk6","xw222"
24710,"1012 WHALLEY AV #1","bkk6","xw222"
24711,"1012 WHALLEY AV #2","bkk6","xw222"
24712,"1014 WHALLEY AV #3","bkk6","xw222"
24713,"1014 WHALLEY AV #4","bkk6","xw222"
24714,"1014 WHALLEY AV #5","bkk6","xw222"
24715,"1016 WHALLEY AV #A","bkk6","xw222"
24716,"1016 WHALLEY AV #7","bkk6","xw222"
24717,"1016 WHALLEY AV #C","bkk6","xw222"
24718,"1018 WHALLEY AV #9","bkk6","xw222"
24719,"1018 WHALLEY AV #10","bkk6","xw222"
24720,"1018 WHALLEY AV #11","bkk6","xw222"
24721,"1002 WHALLEY AV #A","bkk6","xw222"
24722,"1002 WHALLEY AV #B","bkk6","xw222"
24723,"1002 WHALLEY AV #C","bkk6","xw222"
24724,"1002 WHALLEY AV #D","bkk6","xw222"
24725,"1002 WHALLEY AV #E","bkk6","xw222"
24726,"1002 WHALLEY AV #F","bkk6","xw222"
24727,"1002 WHALLEY AV #G","bkk6","xw222"
24728,"1002 WHALLEY AV #H","bkk6","xw222"
24729,"1006 WHALLEY AV #A","bkk6","xw222"
24730,"1006 WHALLEY AV #B","bkk6","xw222"
24731,"1006 WHALLEY AV #C","bkk6","xw222"
24732,"1010 WHALLEY AV #A","bkk6","xw222"
24733,"1010 WHALLEY AV #B","bkk6","xw222"
24734,"1010 WHALLEY AV #C","bkk6","xw222"
24735,"1010 WHALLEY AV #D","bkk6","xw222"
24736,"1010 WHALLEY AV #E","bkk6","xw222"
24737,"1010 WHALLEY AV #F","bkk6","xw222"
24738,"1010 WHALLEY AV #G","bkk6","xw222"
24739,"1010 WHALLEY AV #H","bkk6","xw222"
24740,"992 WHALLEY AV","bkk6","xw222"
24741,"986 WHALLEY AV","bkk6","xw222"
24742,"HARRISON ST","bkk6","xw222"
24743,"980 WHALLEY AV","bkk6","xw222"
24744,"44 HARRISON ST","bkk6","xw222"
24745,"40 HARRISON ST","bkk6","xw222"
24746,"34 HARRISON ST","bkk6","xw222"
24747,"28 HARRISON ST","bkk6","xw222"
24748,"22 HARRISON ST","bkk6","xw222"
24749,"105 FOUNTAIN ST","bkk6","xw222"
24750,"115 FOUNTAIN ST","bkk6","xw222"
24751,"121 FOUNTAIN ST","bkk6","xw222"
24752,"127 FOUNTAIN ST","bkk6","xw222"
24753,"131 FOUNTAIN ST #A1G2","bkk6","xw222"
24754,"131 FOUNTAIN ST #A-2","bkk6","xw222"
24755,"133 FOUNTAIN ST #A3G5","bkk6","xw222"
24756,"135 FOUNTAIN ST #A-4","bkk6","xw222"
24757,"135 FOUNTAIN ST #A-5","bkk6","xw222"
24758,"137 FOUNTAIN ST #A-6","bkk6","xw222"
24759,"137 FOUNTAIN ST #A-7","bkk6","xw222"
24760,"139 FOUNTAIN ST #A-8","bkk6","xw222"
24761,"139 FOUNTAIN ST #A-9","bkk6","xw222"
24762,"141 FOUNTAIN ST #A-10","bkk6","xw222"
24763,"143 FOUNTAIN ST #A-11","bkk6","xw222"
24764,"143 FOUNTAIN ST #A-1","bkk6","xw222"
24765,"131 FOUNTAIN ST #B1G3","bkk6","xw222"
24766,"131 FOUNTAIN ST #B-2","bkk6","xw222"
24767,"133 FOUNTAIN ST #B-3","bkk6","xw222"
24768,"135 FOUNTAIN ST #B-4","bkk6","xw222"
24769,"135 FOUNTAIN ST #B-5","bkk6","xw222"
24770,"137 FOUNTAIN ST #B-6","bkk6","xw222"
24771,"137 FOUNTAIN ST #B-7","bkk6","xw222"
24772,"139 FOUNTAIN ST #B-8","bkk6","xw222"
24773,"139 FOUNTAIN ST #B-9","bkk6","xw222"
24774,"141 FOUNTAIN ST #B-10","bkk6","xw222"
24775,"143 FOUNTAIN ST #B-11","bkk6","xw222"
24776,"143 FOUNTAIN ST #B-12","bkk6","xw222"
24778,"157 FOUNTAIN ST","bkk6","xw222"
24779,"149 FOUNTAIN ST #001","bkk6","xw222"
24780,"149 FOUNTAIN ST #002","bkk6","xw222"
24781,"149 FOUNTAIN ST #003","bkk6","xw222"
24782,"149 FOUNTAIN ST #004","bkk6","xw222"
24783,"149 FOUNTAIN ST #005","bkk6","xw222"
24784,"149 FOUNTAIN ST #006","bkk6","xw222"
24785,"149 FOUNTAIN ST #007","bkk6","xw222"
24786,"149 FOUNTAIN ST #008","bkk6","xw222"
24787,"149 FOUNTAIN ST #009","bkk6","xw222"
24788,"149 FOUNTAIN ST #010","bkk6","xw222"
24789,"149 FOUNTAIN ST #011","bkk6","xw222"
24790,"149 FOUNTAIN ST #012","bkk6","xw222"
24791,"149 FOUNTAIN ST #013","bkk6","xw222"
24792,"149 FOUNTAIN ST #014","bkk6","xw222"
24793,"149 FOUNTAIN ST #015","bkk6","xw222"
24794,"149 FOUNTAIN ST #016","bkk6","xw222"
24795,"149 FOUNTAIN ST #017","bkk6","xw222"
24796,"149 FOUNTAIN ST #018","bkk6","xw222"
24797,"149 FOUNTAIN ST #019","bkk6","xw222"
24798,"149 FOUNTAIN ST #020","bkk6","xw222"
24800,"1045 WHALLEY AV","bkk6","xw222"
24801,"1035 WHALLEY AV","bkk6","xw222"
24802,"85 EMERSON ST","bkk6","xw222"
24803,"95 EMERSON ST","bkk6","xw222"
24804,"101 EMERSON ST","bkk6","xw222"
24805,"115 EMERSON ST","bkk6","xw222"
24806,"103 EMERSON ST","bkk6","xw222"
24807,"156 VALLEY ST","bkk6","xw222"
24808,"152 VALLEY ST","bkk6","xw222"
24809,"148 VALLEY ST","bkk6","xw222"
24810,"142 VALLEY ST","bkk6","xw222"
24811,"138 VALLEY ST","bkk6","xw222"
24812,"120 VALLEY ST","bkk6","xw222"
24813,"114 VALLEY ST","bkk6","xw222"
24814,"106 VALLEY ST","bkk6","xw222"
24815,"100 VALLEY ST","bkk6","xw222"
24816,"106 HARRISON ST","bkk6","xw222"
24817,"104 HARRISON ST","bkk6","xw222"
24818,"999 WHALLEY AV #1A","bkk6","xw222"
24819,"999 WHALLEY AV #1B","bkk6","xw222"
24820,"999 WHALLEY AV #1C","bkk6","xw222"
24821,"999 WHALLEY AV #1D","bkk6","xw222"
24822,"999 WHALLEY AV #1E","bkk6","xw222"
24823,"999 WHALLEY AV #1F","bkk6","xw222"
24824,"999 WHALLEY AV #1G","bkk6","xw222"
24825,"999 WHALLEY AV #1H","bkk6","xw222"
24826,"999 WHALLEY AV #1I","bkk6","xw222"
24827,"999 WHALLEY AV #2A","bkk6","xw222"
24828,"999 WHALLEY AV #2B","bkk6","xw222"
24829,"999 WHALLEY AV #2C","bkk6","xw222"
24830,"999 WHALLEY AV #2D","bkk6","xw222"
24831,"999 WHALLEY AV #2E","bkk6","xw222"
24832,"999 WHALLEY AV #2F","bkk6","xw222"
24833,"999 WHALLEY AV #2G","bkk6","xw222"
24834,"999 WHALLEY AV #2H","bkk6","xw222"
24835,"999 WHALLEY AV #2I","bkk6","xw222"
24836,"999 WHALLEY AV #3A","bkk6","xw222"
24837,"999 WHALLEY AV #3B","bkk6","xw222"
24838,"999 WHALLEY AV #3C","bkk6","xw222"
24839,"999 WHALLEY AV #3D","bkk6","xw222"
24840,"999 WHALLEY AV #3E","bkk6","xw222"
24841,"999 WHALLEY AV #3F","bkk6","xw222"
24842,"88 HARRISON ST","bkk6","xw222"
24843,"977 WHALLEY AV","bkk6","xw222"
24844,"985 WHALLEY AV","bkk6","xw222"
24845,"1003 WHALLEY AV","bkk6","xw222"
24846,"1007 WHALLEY AV","bkk6","xw222"
24847,"1015 WHALLEY AV","bkk6","xw222"
24848,"1033 WHALLEY AV","bkk6","xw222"
24849,"VALLEY ST","bkk6","xw222"
24850,"105 VALLEY ST","bkk6","xw222"
24851,"115 VALLEY ST","bkk6","xw222"
24852,"117 VALLEY ST","bkk6","xw222"
24853,"121 VALLEY ST","bkk6","xw222"
24854,"141 VALLEY ST","bkk6","xw222"
24856,"147 VALLEY ST","bkk6","xw222"
24857,"155 VALLEY ST","bkk6","xw222"
24858,"159 VALLEY ST","bkk6","xw222"
24859,"165 VALLEY ST","bkk6","xw222"
24860,"VALLEY ST","bkk6","xw222"
24861,"SPRINGSIDE AV","bkk6","xw222"
24862,"358 SPRINGSIDE AV","bkk6","xw222"
24863,"122 WILMOT RD","bkk6","xw222"
24864,"100 WILMOT RD","bkk6","xw222"
24865,"455 WINTERGREEN AV","bkk6","xw222"
24866,"385 WINTERGREEN AV","bkk6","xw222"
24867,"200 WILMOT RD","bkk6","xw222"
24868,"1 WAYFARER ST","bkk6","xw222"
24869,"20 BROOKSIDE AV","bkk6","xw222"
24870,"34 LEVEL ST","bkk6","xw222"
24872,"BROOKSIDE AV","bkk6","xw222"
24873,"270 WILMOT RD","bkk6","xw222"
24874,"WINTERGREEN AV","bkk6","xw222"
24875,"WINTERGREEN AV","bkk6","xw222"
24876,"26 ROCK CREEK RD","bkk6","xw222"
24877,"22 ROCK CREEK RD","bkk6","xw222"
24878,"18 ROCK CREEK RD","bkk6","xw222"
24879,"14 ROCK CREEK RD","bkk6","xw222"
24880,"10 ROCK CREEK RD","bkk6","xw222"
24881,"6 ROCK CREEK RD","bkk6","xw222"
24882,"2 ROCK CREEK RD","bkk6","xw222"
24883,"8 STRONG ST","bkk6","xw222"
24884,"12 STRONG ST","bkk6","xw222"
24885,"66 WEST HILLS RD","bkk6","xw222"
24886,"6 STRONG ST","bkk6","xw222"
24887,"4 STRONG ST","bkk6","xw222"
24888,"2 STRONG ST","bkk6","xw222"
24889,"261 VALLEY ST","bkk6","xw222"
24890,"269 VALLEY ST","bkk6","xw222"
24891,"285 VALLEY ST","bkk6","xw222"
